"Id-offerta","CIG","oggetto-offerta","data-contratto-offerta","importo-offerta","offerente","data-ricezione-offerta"
"33274","41068675DB","Lavori di consolidamento e restauro delle strutture della Casa del Marinaio",,"675727.07","DRD COSTRUZIONI S.R.L.","2012-09-04"
"33275","41068675DB","Lavori di consolidamento e restauro delle strutture della Casa del Marinaio",,"630973.93","Arkaikos Restauri","2012-09-05"
"33277","41068675DB","Lavori di consolidamento e restauro delle strutture della Casa del Marinaio",,"622974.53","Lucci Salvatore Impresa di Costruzioni","2012-09-05"
"33278","41068675DB","Lavori di consolidamento e restauro delle strutture della Casa del Marinaio",,"564793.49","Credendino Domenico S.r.l.","2012-09-05"
"33295","41068675DB","Lavori di consolidamento e restauro delle strutture della Casa del Marinaio",,"604151.32","Iota Restauro","2012-09-05"
"33296","41068675DB","Lavori di consolidamento e restauro delle strutture della Casa del Marinaio",,"667477.6","DELL'ACQUA COSTRUZIONI GENERALI s.r.l.","2012-09-05"
"33297","41068675DB","Lavori di consolidamento e restauro delle strutture della Casa del Marinaio",,"712328.83","Valentino Giuseppe - Società di costruzioni e restauro monumenti","2012-09-05"
"33298","41068675DB","Lavori di consolidamento e restauro delle strutture della Casa del Marinaio",,"671286.63","Tecnorestauri","2012-09-06"
"33299","41068675DB","Lavori di consolidamento e restauro delle strutture della Casa del Marinaio",,"653821.72","TECNORES","2012-09-06"
"33300","41068675DB","Lavori di consolidamento e restauro delle strutture della Casa del Marinaio",,"748427.27","Lande","2012-09-06"
"33301","41068675DB","Lavori di consolidamento e restauro delle strutture della Casa del Marinaio",,"580859.4","COOPERATIVA ARCHEOLOGIA","2012-09-06"
"33302","41068675DB","Lavori di consolidamento e restauro delle strutture della Casa del Marinaio",,"635122.65","Perillo Costruzioni Generali","2012-09-06"
"33303","41068675DB","Lavori di consolidamento e restauro delle strutture della Casa del Marinaio",,"732884.61","Lattanzi","2012-09-06"
"33305","41068675DB","Lavori di consolidamento e restauro delle strutture della Casa del Marinaio",,"677236.13","ARCHEO&RESTAURI SRL","2012-09-06"
"33306","41068675DB","Lavori di consolidamento e restauro delle strutture della Casa del Marinaio",,"633014.37","Flovares","2012-09-06"
"33308","41068675DB","Lavori di consolidamento e restauro delle strutture della Casa del Marinaio",,"642095.59","Ar.fe.ga.","2012-09-06"
"33309","41068675DB","Lavori di consolidamento e restauro delle strutture della Casa del Marinaio",,"722880.43","COBAR - Costruzioni Barozzi","2012-09-06"
"33310","41068675DB","Lavori di consolidamento e restauro delle strutture della Casa del Marinaio",,"698992.27","Vitiello s.r.l.","2012-09-06"
"33311","41068675DB","Lavori di consolidamento e restauro delle strutture della Casa del Marinaio",,"583937.29","IMPRESA INGG MARIO E PAOLO COSENZA SRL","2012-09-06"
"33312","41068675DB","Lavori di consolidamento e restauro delle strutture della Casa del Marinaio",,"560400.48","EDIL.RE.CO.S","2012-09-06"
"33313","41068675DB","Lavori di consolidamento e restauro delle strutture della Casa del Marinaio",,"697799.56","Edil Atellana","2012-09-07"
"33315","41068675DB","Lavori di consolidamento e restauro delle strutture della Casa del Marinaio",,"722486.8","CO.GE.P.AR. COSTRUZIONI GENERALI SAS","2012-09-07"
"33316","41068675DB","Lavori di consolidamento e restauro delle strutture della Casa del Marinaio",,"614015.23","SAMOA RESTAURI SRL","2012-09-07"
"33317","41068675DB","Lavori di consolidamento e restauro delle strutture della Casa del Marinaio",,"625416.21","INGEGNER ANTONIO POMPA S.R.L.","2012-09-07"
"33318","41068675DB","Lavori di consolidamento e restauro delle strutture della Casa del Marinaio",,"730686.65","Edilerica","2012-09-07"
"33319","41068675DB","Lavori di consolidamento e restauro delle strutture della Casa del Marinaio",,"678317.86","Pa.Co. Pacifico Costruzioni","2012-09-07"
"33320","41068675DB","Lavori di consolidamento e restauro delle strutture della Casa del Marinaio",,"600959.26","GEO.GA. COSTRUZIONI Sr.l.","2012-09-07"
"33321","41068675DB","Lavori di consolidamento e restauro delle strutture della Casa del Marinaio",,"759411.28","Edil COOP","2012-09-07"
"33322","41068675DB","Lavori di consolidamento e restauro delle strutture della Casa del Marinaio",,"600220.3","TEKNO DOMUS RESTAURI S.R.L.","2012-09-07"
"33323","41068675DB","Lavori di consolidamento e restauro delle strutture della Casa del Marinaio",,"568771.58","Consorzio Conpat","2012-09-07"
"33324","41068675DB","Lavori di consolidamento e restauro delle strutture della Casa del Marinaio",,"662129.63","C.I.E.S. COSTRUZIONI INDUSTRIALIZZATE EDILI STRADALI","2012-09-07"
"33326","41068675DB","Lavori di consolidamento e restauro delle strutture della Casa del Marinaio",,"636177.38","Paribello Francesco","2012-09-07"
"42963","5337430A90","PON Sicurezza per lo sviluppo - Obiettivo Convergenza 2007-2013 - Una nuova sicurezza per il parco archeologico di Pompei - STRALCIO","2013-12-12",,"Consorzio Nazionale Sicurezza","2013-10-07"
"44637","5511366B17","Acquisto attrezzature hardware e software",,"99000","Ormu di Giovanni Montella & C. s.r.l.","2014-01-15"
"48042","5169367897","Lavori di messa in sicurezza Regio VII in Pompei Scavi.",,"1991248.8","Forte Costruzioni e Restauri","2013-09-18"
"48058","5169367897","Lavori di messa in sicurezza Regio VII in Pompei Scavi.",,"1993865.56","SAMOA RESTAURI SRL","2013-09-18"
"48093","5169367897","Lavori di messa in sicurezza Regio VII in Pompei Scavi.",,"2391071.01","Ccc Consorzio Cooperative Costruzioni","2013-09-16"
"48106","5169367897","Lavori di messa in sicurezza Regio VII in Pompei Scavi.",,"2410356.08","COBAR - Costruzioni Barozzi","2013-09-18"
"48107","5169367897","Lavori di messa in sicurezza Regio VII in Pompei Scavi.",,"2420409.09","Lucci Salvatore Impresa di Costruzioni","2013-09-17"
"48134","5169367897","Lavori di messa in sicurezza Regio VII in Pompei Scavi.",,"2436236.75","Lattanzi","2013-09-17"
"48138","5169367897","Lavori di messa in sicurezza Regio VII in Pompei Scavi.",,"2502514.99","INGEGNER ANTONIO POMPA S.R.L.","2013-09-18"
"48276","51694805D8","Lavori di messa in sicurezza Regio VI – Pompei Scavi – Intervento n°VI","2014-06-16","2113583.7","Perillo Costruzioni Generali","2013-09-06"
"48292","51694805D8","Lavori di messa in sicurezza Regio VI – Pompei Scavi – Intervento n°VI",,"2166738.94","Forte Costruzioni e Restauri","2013-09-06"
"48294","51694805D8","Lavori di messa in sicurezza Regio VI – Pompei Scavi – Intervento n°VI",,"2239014.63","Lattanzi","2013-09-02"
"48296","51694805D8","Lavori di messa in sicurezza Regio VI – Pompei Scavi – Intervento n°VI",,"2257867.18","COBAR - Costruzioni Barozzi","2013-09-06"
